exp,tf,a,m,m_obs,regulon_size,knock_method,platform,dose_bin,in_filtered_279,multi_tf,ulm_unmasked_frac,ulm_masked_frac
DataSet_01_081,SP1,-6.282470604330497,-1.20083,-1.20083,1259,siRNA,GPL570,-2 <= m < -1,True,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_083,STAT1,-1.4373350497235262,-1.42141,-1.42141,293,siRNA,GPL570,-2 <= m < -1,True,True,0.2885117493472585,0.35900783289817234
DataSet_01_084,STAT3,-1.7922859357689573,-1.94704,-1.94704,424,siRNA,GPL570,-2 <= m < -1,True,True,0.1279373368146214,0.1618798955613577
DataSet_01_085,STAT6,-1.5426821058351388,-1.03356,-1.03356,123,siRNA,GPL570,-2 <= m < -1,True,True,0.23890339425587467,0.3224543080939948
DataSet_01_086,HIF1A,-11.513469758270473,-2.143,-2.143,446,siRNA,GPL570,m < -2,True,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_087,HIF1A,-9.01638002086159,-0.54765,-0.54765,446,siRNA,GPL2507,-1 <= m < -0.5,False,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_088,FOXP1,-1.0564278784966334,-1.35282,-1.35282,32,siRNA,GPL6480,-2 <= m < -1,True,True,0.07180156657963446,0.16840731070496084
DataSet_01_089,NR2F2,0.616845289634186,-3.82418,-3.82418,78,siRNA,GPL570,m < -2,True,True,0.45430809399477806,0.6932114882506527
DataSet_01_090,NR2F2,0.7065361347900327,-1.00829,-1.00829,78,siRNA,GPL570,-2 <= m < -1,True,True,0.4281984334203655,0.5469973890339426
DataSet_01_091,ETV6,2.608359519402853,-1.3224,-1.3224,27,siRNA,GPL10558,-2 <= m < -1,True,True,0.9778067885117493,0.9765013054830287
DataSet_01_092,MLXIP,0.39852085248983893,-0.02543,-0.02543,5,shRNA,GPL6244,-0.5 <= m < 0,False,True,0.6892950391644909,0.6892950391644909
DataSet_01_093,RUNX1,3.450165282904062,-0.25424,-0.25424,194,siRNA,GPL10558,-0.5 <= m < 0,False,True,0.9869451697127938,0.9895561357702349
DataSet_01_094,NANOG,-1.9349975824781507,-1.55195,-1.55195,58,shRNA,GPL10558,-2 <= m < -1,True,False,0.07702349869451697,0.20757180156657964
DataSet_01_095,POU5F1,-4.5533637246693335,-2.36646,-2.36646,88,shRNA,GPL10558,m < -2,True,True,0.007832898172323759,0.010443864229765013
DataSet_01_096,SOX2,-6.620158191062074,-2.0889,-2.0889,87,shRNA,GPL10558,m < -2,True,True,0.0013054830287206266,0.0026109660574412533
DataSet_01_097,SOX2,2.8932238849480862,0.69207,0.69207,87,shRNA,GPL10558,m >= 0,False,True,0.9516971279373369,0.943864229765013
DataSet_01_098,SALL4,-0.5566057697601108,-1.30794,-1.30794,20,shRNA,GPL6244,-2 <= m < -1,True,True,0.06266318537859007,0.26240208877284593
DataSet_01_099,FOS,1.8945582977990112,-1.23434,-1.23434,329,siRNA,GPL14550,-2 <= m < -1,True,True,0.8838120104438643,0.8681462140992167
DataSet_01_100,IRF2,2.022064870180248,-0.49995,-0.49995,57,shRNA,GPL15394,-0.5 <= m < 0,False,False,0.7819843342036553,0.8237597911227154
DataSet_01_101,IRF6,0.9768623503594406,-1.60997,-1.60997,14,shRNA,GPL15394,-2 <= m < -1,True,False,0.1279373368146214,0.5469973890339426
DataSet_01_102,MYB,5.168232100034696,-0.73791,-0.73791,176,shRNA,GPL15394,-1 <= m < -0.5,False,True,0.9634464751958225,0.9647519582245431
DataSet_01_103,HNF1B,-3.245941621132994,-1.0585,-1.0585,64,shRNA,GPL570,-2 <= m < -1,True,False,0.018276762402088774,0.020887728459530026
DataSet_01_104,FOXA1,0.039266583326844254,-0.87875,-0.87875,69,siRNA,GPL10558,-1 <= m < -0.5,False,True,0.27154046997389036,0.27154046997389036
DataSet_01_105,FOXA1,-2.7424515186746796,-1.75809,-1.75809,69,shRNA,GPL10558,-2 <= m < -1,True,True,0.04960835509138381,0.04960835509138381
DataSet_01_106,FOXO1,5.563542999542764,-0.885,-0.885,264,shRNA,GPL570,-1 <= m < -0.5,False,True,0.95822454308094,0.9660574412532638
DataSet_01_107,SPDEF,-1.1692371441821081,0.70523,0.70523,18,shRNA,GPL96,m >= 0,False,True,0.46736292428198434,0.3968668407310705
DataSet_01_108,ARID1A,-4.658410837961701,-0.11945,-0.11945,8,shRNA,GPL10558,-0.5 <= m < 0,False,True,0.04960835509138381,0.04960835509138381
DataSet_01_109,ARID1A,-4.564817765720628,-0.1374,-0.1374,8,shRNA,GPL10558,-0.5 <= m < 0,False,True,0.005221932114882507,0.005221932114882507
DataSet_01_110,HOXA1,0.02346667135380259,0.0,0.0,26,siRNA,GPL13607,m >= 0,False,False,0.293733681462141,0.293733681462141
DataSet_01_111,ESR1,-6.4926512550672415,-0.37329,-0.37329,599,siRNA,GPL570,-0.5 <= m < 0,False,True,0.0039164490861618795,0.0039164490861618795
DataSet_01_112,HSF1,-0.21931967567128938,-1.08589,-1.08589,97,siRNA,GPL570,-2 <= m < -1,True,True,0.2402088772845953,0.381201044386423
DataSet_01_113,GABPA,-1.0806803771562414,-0.20155,-0.20155,38,siRNA,GPL570,-0.5 <= m < 0,False,True,0.2245430809399478,0.2245430809399478
DataSet_01_114,ARID1A,1.0558898951736218,-1.06589,-1.06589,8,siRNA,GPL15207,-2 <= m < -1,True,True,0.7898172323759791,0.7898172323759791
DataSet_01_115,ESRRA,-0.05760485095362111,-0.22577,-0.22577,48,shRNA,GPL10739,-0.5 <= m < 0,False,True,0.3877284595300261,0.4621409921671018
DataSet_01_116,TCF3,1.8252849619389684,-0.14649,-0.14649,124,shRNA,GPL6244,-0.5 <= m < 0,False,False,0.7467362924281984,0.7597911227154047
DataSet_01_117,ID1,2.5461312607567703,-1.33333,-1.33333,76,siRNA,GPL570,-2 <= m < -1,True,True,0.7924281984334204,0.8211488250652742
DataSet_01_118,ID1,-1.2259714063290705,-2.39931,-2.39931,76,siRNA,GPL570,m < -2,True,True,0.0835509138381201,0.16579634464751958
DataSet_01_119,BRD4,0.4597047798645134,-0.06175,-0.06175,11,shRNA,GPL6480,-0.5 <= m < 0,False,True,0.46475195822454307,0.46475195822454307
DataSet_01_120,GATA3,-0.23834328265326402,-0.81029,-0.81029,181,siRNA,GPL6947,-1 <= m < -0.5,False,True,0.37467362924281983,0.46475195822454307
DataSet_01_121,ZIC2,0.35573687890314926,-3.17208,-3.17208,7,siRNA,GPL10332,m < -2,True,False,0.5156657963446475,0.5169712793733682
DataSet_01_122,FOXM1,3.2809072013205873,-0.17816,-0.17816,96,siRNA,GPL570,-0.5 <= m < 0,False,True,0.9046997389033943,0.9046997389033943
DataSet_01_123,ZNF91,0.41440488897761757,-2.18049,-2.18049,48,siRNA,GPL5175,m < -2,True,False,0.4699738903394256,0.4699738903394256
DataSet_01_131,NFYA,-0.8963838643105175,-0.17698,-0.17698,92,shRNA,GPL570,-0.5 <= m < 0,False,True,0.283289817232376,0.30809399477806787
DataSet_01_132,EGR4,-1.8252271187702471,-1.1066,-1.1066,15,siRNA,GPL6480,-2 <= m < -1,True,False,0.05221932114882506,0.05221932114882506
DataSet_01_133,ID1,1.2688462694071199,0.88554,0.88554,76,shRNA,GPL6883,m >= 0,False,True,0.8093994778067886,0.7402088772845953
DataSet_01_134,ID1,1.1155450554174022,1.11922,1.11922,76,shRNA,GPL6883,m >= 0,False,True,0.8616187989556136,0.7989556135770235
DataSet_01_135,SPDEF,-1.1581062204499875,-1.04132,-1.04132,18,shRNA,GPL570,-2 <= m < -1,True,True,0.04960835509138381,0.1514360313315927
DataSet_01_136,REST,-19.792416650503295,-1.42747,-1.42747,73,siRNA,GPL570,-2 <= m < -1,True,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_137,IKZF2,0.5673528265099349,-0.3455,-0.3455,5,shRNA,GPL10332,-0.5 <= m < 0,False,False,0.5992167101827677,0.5992167101827677
DataSet_01_138,IKZF1,2.5543756825262163,-1.02215,-1.02215,51,shRNA,GPL10332,-2 <= m < -1,True,False,0.9673629242819843,0.9673629242819843
DataSet_01_140,SOX4,1.4493326947450251,-0.05594,-0.05594,21,shRNA,GPL96,-0.5 <= m < 0,False,True,0.643603133159269,0.6514360313315927
DataSet_01_141,NR3C1,-0.8904919609895852,-0.0275,-0.0275,281,siRNA,GPL6244,-0.5 <= m < 0,False,False,0.2885117493472585,0.29112271540469975
DataSet_01_142,LEF1,-1.6545259756708008,-1.61584,-1.61584,115,siRNA,GPL570,-2 <= m < -1,True,False,0.028720626631853787,0.10966057441253264
DataSet_01_143,GLI2,0.24649673170285133,-0.36754,-0.36754,145,siRNA,GPL6244,-0.5 <= m < 0,False,False,0.5326370757180157,0.5313315926892951
DataSet_01_144,ZFX,0.09399396914029323,-0.53612,-0.53612,5,shRNA,GPL6244,-1 <= m < -0.5,False,True,0.43994778067885115,0.43994778067885115
DataSet_01_145,REST,-14.452025672976825,-1.19468,-1.19468,73,siRNA,GPL6244,-2 <= m < -1,True,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_146,SF1,-8.376995638438911,0.00378,0.00378,12,siRNA,GPL6244,m >= 0,False,True,0.0013054830287206266,0.0013054830287206266
DataSet_01_147,EHF,0.15886705500714132,-1.91277,-1.91277,13,siRNA,GPL6244,-2 <= m < -1,True,False,0.391644908616188,0.391644908616188
DataSet_01_148,MYBL2,-1.9541417065095352,-1.52657,-1.52657,50,shRNA,GPL15401,-2 <= m < -1,True,True,0.0926892950391645,0.19973890339425587
DataSet_01_149,ETS2,2.5737264629573504,-1.04667,-1.04667,104,siRNA,GPL6244,-2 <= m < -1,True,False,0.8433420365535248,0.9569190600522193
DataSet_01_150,TFAP2C,-5.9271869793404655,-2.62373,-2.62373,33,shRNA,GPL14951,m < -2,True,True,0.0039164490861618795,0.009138381201044387
DataSet_01_151,TEAD4,-2.49061697318007,-1.66583,-1.66583,11,shRNA,GPL10558,-2 <= m < -1,True,True,0.03524804177545692,0.03524804177545692
DataSet_01_152,TAL1,0.4176020994877346,-0.81859,-0.81859,93,shRNA,GPL6244,-1 <= m < -0.5,False,True,0.46475195822454307,0.5822454308093995
DataSet_01_154,STAT1,-0.46918640277472184,-1.16067,-1.16067,293,shRNA,GPL570,-2 <= m < -1,True,True,0.412532637075718,0.48433420365535246
DataSet_01_155,HSF1,-2.9070773732859947,-3.16222,-3.16222,97,shRNA,GPL570,m < -2,True,True,0.007832898172323759,0.02610966057441253
DataSet_01_156,HIF1A,-1.9815457513114503,-2.85412,-2.85412,446,shRNA,GPL6244,m < -2,True,True,0.1422976501305483,0.031331592689295036
DataSet_01_157,ZFX,-2.197800280258847,-0.78428,-0.78428,5,shRNA,GPL6244,-1 <= m < -0.5,False,True,0.2154046997389034,0.2154046997389034
DataSet_01_158,HMGA1,-2.198005657098475,-0.49659,-0.49659,72,shRNA,GPL5175,-0.5 <= m < 0,False,True,0.1031331592689295,0.1801566579634465
DataSet_01_159,RUNX1,0.918842113559499,-0.07765,-0.07765,194,siRNA,GPL6244,-0.5 <= m < 0,False,True,0.7976501305483029,0.7989556135770235
DataSet_01_160,MYCN,-3.334567772345632,-0.77346,-0.77346,136,siRNA,GPL13158,-1 <= m < -0.5,False,True,0.014360313315926894,0.018276762402088774
DataSet_01_161,ETV1,-3.0081989267671148,-0.20792,-0.20792,21,shRNA,GPL6947,-0.5 <= m < 0,False,True,0.018276762402088774,0.018276762402088774
DataSet_01_162,ELK1,-0.6445922668224926,-1.74762,-1.74762,58,siRNA,GPL14550,-2 <= m < -1,True,True,0.2950391644908616,0.2950391644908616
DataSet_01_163,GATA3,-1.2621837849423974,0.35299,0.35299,181,siRNA,GPL14550,m >= 0,False,True,0.10443864229765012,0.10443864229765012
DataSet_01_164,JUN,-2.3513845631353982,-3.11636,-3.11636,636,siRNA,GPL14550,m < -2,True,True,0.024804177545691905,0.028720626631853787
DataSet_01_165,MAF,-2.1610630711362107,-8.52636,-8.52636,61,siRNA,GPL14550,m < -2,True,True,0.02741514360313316,0.04699738903394256
DataSet_01_166,NFATC3,0.42319220017935566,-1.78257,-1.78257,40,siRNA,GPL14550,-2 <= m < -1,True,False,0.6932114882506527,0.6932114882506527
DataSet_01_167,NFKB1,-0.18307065302009745,-0.44289,-0.44289,417,siRNA,GPL14550,-0.5 <= m < 0,False,True,0.33550913838120106,0.3368146214099217
DataSet_01_168,STAT3,-4.561765082247013,-1.77563,-1.77563,424,siRNA,GPL14550,-2 <= m < -1,True,True,0.0026109660574412533,0.0026109660574412533
DataSet_01_169,HOXB7,-1.576849910620377,-3.53249,-3.53249,23,siRNA,GPL10332,m < -2,True,True,0.1122715404699739,0.10704960835509138
DataSet_01_170,HOXB7,2.5280919151221672,-2.7728,-2.7728,23,siRNA,GPL10332,m < -2,True,True,0.9647519582245431,0.9647519582245431
DataSet_01_171,FOSL1,0.5789540731053655,-1.41633,-1.41633,50,siRNA,GPL11532,-2 <= m < -1,True,False,0.5234986945169713,0.5195822454308094
DataSet_01_172,JUN,1.380277077865083,-0.77807,-0.77807,636,siRNA,GPL11532,-1 <= m < -0.5,False,True,0.8524804177545692,0.8629242819843342
DataSet_01_173,ESRRG,-0.5002247475045073,-1.14821,-1.14821,25,siRNA,GPL10558,-2 <= m < -1,True,False,0.12532637075718014,0.26762402088772846
DataSet_01_174,NR4A1,0.561902033953875,-0.00111,-0.00111,106,siRNA,GPL10558,-0.5 <= m < 0,False,True,0.6971279373368147,0.6971279373368147
DataSet_01_175,TP53,-2.7890635537113613,-2.24874,-2.24874,930,siRNA,GPL570,m < -2,True,True,0.005221932114882507,0.005221932114882507
DataSet_01_176,NR2F2,-0.5242656065503488,-2.13662,-2.13662,78,siRNA,GPL6947,m < -2,True,True,0.018276762402088774,0.283289817232376
DataSet_01_177,NR2F2,-0.6077389839205112,-2.04676,-2.04676,78,siRNA,GPL6947,m < -2,True,True,0.0195822454308094,0.3342036553524804
DataSet_01_178,HSF1,0.28382994618832286,-0.79593,-0.79593,97,shRNA,GPL6884,-1 <= m < -0.5,False,True,0.40992167101827676,0.4621409921671018
DataSet_01_179,ETV1,-0.6427417087786834,-0.20308,-0.20308,21,shRNA,GPL10558,-0.5 <= m < 0,False,True,0.2154046997389034,0.2154046997389034
DataSet_01_180,STAT3,5.703274917383621,-1.25806,-1.25806,424,siRNA,GPL10558,-2 <= m < -1,True,True,0.9595300261096605,0.9725848563968669
DataSet_01_181,STAT3,-0.4134665199096418,-0.43176,-0.43176,424,siRNA,GPL10558,-0.5 <= m < 0,False,True,0.3093994778067885,0.3720626631853786
DataSet_01_182,NR5A2,1.0971324164091285,-0.49334,-0.49334,62,siRNA,GPL6947,-0.5 <= m < 0,False,False,0.6514360313315927,0.7362924281984334
DataSet_01_183,TP63,-3.4714071956247556,-1.01935,-1.01935,197,shRNA,GPL10558,-2 <= m < -1,True,True,0.033942558746736295,0.04308093994778068
DataSet_01_184,STAT3,-6.204926997769832,-2.20116,-2.20116,424,siRNA,GPL10558,m < -2,True,True,0.005221932114882507,0.006527415143603133
DataSet_01_185,TCF4,1.5958741506476968,-1.94197,-1.94197,56,siRNA,GPL13915,-2 <= m < -1,True,True,0.7650130548302873,0.7689295039164491
DataSet_01_186,HSF1,0.5348141227707274,-0.02676,-0.02676,97,siRNA,GPL10558,-0.5 <= m < 0,False,True,0.6514360313315927,0.6684073107049608
DataSet_01_187,HSF2,0.851109614054962,-0.12857,-0.12857,24,siRNA,GPL10558,-0.5 <= m < 0,False,True,0.6214099216710183,0.7767624020887729
DataSet_01_188,PGR,1.0571640938963551,-0.26924,-0.26924,125,siRNA,GPL571,-0.5 <= m < 0,False,False,0.7689295039164491,0.8302872062663186
DataSet_01_189,SPDEF,2.666981878269593,-1.49909,-1.49909,18,siRNA,GPL10558,-2 <= m < -1,True,True,0.22845953002610966,0.9308093994778068
DataSet_01_190,GABPA,5.320423741198457,9.87959,9.87959,38,shRNA,GPL10558,m >= 0,False,True,0.9765013054830287,0.9765013054830287
DataSet_01_191,GABPA,5.512577302031193,9.4972,9.4972,38,shRNA,GPL10558,m >= 0,False,True,0.9778067885117493,0.9778067885117493
