exp,tf,has_self_edge,in_matrix,ulm,prop_ulm,no_self-edge,prop_no_self-edge,no_other_regulon,prop_no_other_regulon,gene_off_network,prop_gene_off_network,masked,prop_masked
DataSet_03_246,SOX4,True,True,0.8302872062663186,0.18276762402088773,0.8759791122715405,0.2206266318537859,0.8302872062663186,0.23368146214099217,0.8759791122715405,0.2650130548302872,0.8746736292428199,0.27154046997389036
DataSet_03_249,SP1,True,True,0.737597911227154,0.006527415143603133,0.7741514360313316,0.006527415143603133,0.7362924281984334,0.860313315926893,0.7702349869451697,0.8655352480417755,0.7702349869451697,0.8524804177545692
DataSet_03_251,SP1,True,True,0.10052219321148825,0.0013054830287206266,0.11879895561357702,0.0013054830287206266,0.09660574412532637,0.018276762402088774,0.11096605744125326,0.020887728459530026,0.10835509138381201,0.018276762402088774
DataSet_03_253,SPIB,True,True,0.016971279373368148,0.037859007832898174,0.34856396866840733,0.09530026109660575,0.015665796344647518,0.27284595300261094,0.3472584856396867,0.7545691906005222,0.35117493472584854,0.7467362924281984
DataSet_03_255,SSRP1,False,True,0.5848563968668408,0.4830287206266319,0.5848563968668408,0.4830287206266319,0.5848563968668408,0.4830287206266319,0.5848563968668408,0.4830287206266319,0.5835509138381201,0.4830287206266319
DataSet_03_256,STAT1,True,True,0.06919060052219321,0.005221932114882507,0.12140992167101827,0.005221932114882507,0.06135770234986945,0.05221932114882506,0.11618798955613577,0.057441253263707574,0.11488250652741515,0.06005221932114883
DataSet_03_258,STAT3,True,True,0.048302872062663184,0.04960835509138381,0.04960835509138381,0.050913838120104436,0.048302872062663184,0.06527415143603134,0.04960835509138381,0.06527415143603134,0.04960835509138381,0.06527415143603134
DataSet_03_259,STAT3,True,True,0.4451697127937337,0.009138381201044387,0.5613577023498695,0.009138381201044387,0.4464751958224543,0.17754569190600522,0.5613577023498695,0.18929503916449086,0.5613577023498695,0.18929503916449086
DataSet_03_260,STAT3,True,True,0.6422976501305483,0.17101827676240208,0.737597911227154,0.20234986945169714,0.6422976501305483,0.9778067885117493,0.7389033942558747,0.97911227154047,0.7349869451697127,0.97911227154047
DataSet_03_261,STAT3,True,True,0.010443864229765013,0.009138381201044387,0.031331592689295036,0.009138381201044387,0.009138381201044387,0.037859007832898174,0.02741514360313316,0.037859007832898174,0.02741514360313316,0.037859007832898174
DataSet_03_262,STAT3,True,True,0.9673629242819843,0.8694516971279374,0.9751958224543081,0.8720626631853786,0.9660574412532638,0.9268929503916449,0.9751958224543081,0.9281984334203656,0.9751958224543081,0.9268929503916449
DataSet_03_264,STAT6,True,True,0.9060052219321149,0.11879895561357702,0.9321148825065274,0.12663185378590078,0.9060052219321149,0.19321148825065274,0.9321148825065274,0.20757180156657964,0.9321148825065274,0.20757180156657964
DataSet_03_267,TCF7L1,False,True,0.06657963446475196,0.1866840731070496,0.06657963446475196,0.1866840731070496,0.06657963446475196,0.1866840731070496,0.06657963446475196,0.1866840731070496,0.06657963446475196,0.18798955613577023
DataSet_03_274,TFAP2C,True,True,0.05613577023498695,0.5678851174934726,0.097911227154047,0.5992167101827677,0.05613577023498695,0.6174934725848564,0.097911227154047,0.6618798955613577,0.10052219321148825,0.660574412532637
DataSet_03_275,TFE3,True,True,0.05483028720626632,0.07441253263707572,0.09138381201044386,0.09530026109660575,0.05483028720626632,0.08224543080939947,0.09138381201044386,0.10574412532637076,0.0926892950391645,0.10443864229765012
DataSet_03_277,TP53,True,True,0.283289817232376,0.0013054830287206266,0.32114882506527415,0.0013054830287206266,0.25718015665796345,0.04569190600522193,0.29112271540469975,0.04699738903394256,0.29112271540469975,0.050913838120104436
DataSet_03_284,TWIST2,True,True,0.013054830287206266,0.0039164490861618795,0.17885117493472585,0.013054830287206266,0.01174934725848564,0.02741514360313316,0.1762402088772846,0.1409921671018277,0.19451697127937337,0.16449086161879894
DataSet_03_287,ZHX2,True,True,0.8133159268929504,0.7323759791122716,0.2989556135770235,0.49216710182767626,0.8120104438642297,0.8433420365535248,0.29765013054830286,0.6057441253263708,0.31201044386422977,0.608355091383812
DataSet_04_015,NKRF,False,True,0.206266318537859,0.13446475195822455,0.206266318537859,0.13446475195822455,0.206266318537859,0.13446475195822455,0.206266318537859,0.13446475195822455,0.206266318537859,0.13446475195822455
DataSet_04_019,SMAD2,False,True,0.9543080939947781,0.4164490861618799,0.9543080939947781,0.4164490861618799,0.9543080939947781,0.5992167101827677,0.9543080939947781,0.5992167101827677,0.9543080939947781,0.5900783289817232
DataSet_04_020,SMAD4,False,True,0.3381201044386423,0.11488250652741515,0.3381201044386423,0.11488250652741515,0.3368146214099217,0.16971279373368145,0.3368146214099217,0.16971279373368145,0.3368146214099217,0.17101827676240208
DataSet_04_022,STAT1,True,True,0.8159268929503917,0.3733681462140992,0.8720626631853786,0.391644908616188,0.8159268929503917,0.9817232375979112,0.8707571801566579,0.9830287206266318,0.8707571801566579,0.9921671018276762
DataSet_04_024,YBX1,True,True,0.37989556135770236,0.3381201044386423,0.5796344647519582,0.41906005221932113,0.3785900783289817,0.664490861618799,0.577023498694517,0.6919060052219321,0.5678851174934726,0.6840731070496083
DataSet_04_036,SMAD2,False,True,0.587467362924282,0.24934725848563968,0.587467362924282,0.24934725848563968,0.5861618798955613,0.5822454308093995,0.5861618798955613,0.5822454308093995,0.5861618798955613,0.5848563968668408
DataSet_04_037,SMAD4,False,True,0.13968668407310705,0.10443864229765012,0.13968668407310705,0.10443864229765012,0.1370757180156658,0.5443864229765013,0.1370757180156658,0.5443864229765013,0.13577023498694518,0.5326370757180157
DataSet_04_041,YBX1,True,True,0.028720626631853787,0.13968668407310705,0.06788511749347259,0.16318537859007834,0.028720626631853787,0.33159268929503916,0.06919060052219321,0.4007832898172324,0.07049608355091384,0.40992167101827676
